year,month,State,type_of_connection,value,date,Service_provider
2016,1,Maharashtra,wireless,2553946.0,01-01-2016,AIRCEL
2024,11,Odisha,wireless,11.0,01-11-2024,RELIANCE COMMUNICATIONS
2010,1,Delhi,wireless,2478120.0,01-01-2010,VODAFONE IDEA
2024,4,Kolkata,wireline,4899.0,01-04-2024,RELIANCE COMMUNICATIONS
2014,7,ALL INDIA,wireline,3523058.0,01-07-2014,MTNL
2010,2,Uttar Pradesh (West),wireless,5960325.0,01-02-2010,RELIANCE COMMUNICATIONS
2012,2,West Bengal,wireless,2999751.0,01-02-2012,TATA TELE
2015,12,Delhi,wireless,2339769.0,01-12-2015,MTNL
2010,5,Maharashtra,wireline,63343.0,01-05-2010,AIRTEL
2013,2,Bihar,wireless,1162785.0,01-02-2013,SISTEMA / MTS
2013,3,ALL INDIA,wireless,11912010.0,01-03-2013,SISTEMA / MTS
2013,11,Maharashtra,wireless,729415.0,01-11-2013,SISTEMA / MTS
2017,6,Maharashtra,wireline,1368082.0,01-06-2017,BSNL
2009,4,Bihar,wireless,1462983.0,01-04-2009,AIRCEL
2012,6,Jammu And Kashmir,wireless,302.0,01-06-2012,TELENOR
2011,8,Karnataka,wireline,2009361.0,01-08-2011,BSNL
2023,5,Bihar,wireless,101363211.0,01-05-2023,BSNL
2012,1,Jammu And Kashmir,wireless,0.0,01-01-2012,VIDEOCON
2022,6,Haryana,wireless,4731997.0,01-06-2022,BSNL
2018,7,Haryana,wireless,5604538.0,01-07-2018,VODAFONE IDEA
2018,11,Himachal Pradesh,wireline,1866.0,01-11-2018,TATA TELE
2014,2,Madhya Pradesh,wireless,663182.0,01-02-2014,SISTEMA / MTS
2013,4,Kolkata,wireless,0.0,01-04-2013,MTNL
2013,5,Rajasthan,wireless,5464362.0,01-05-2013,VODAFONE IDEA
2018,7,Himachal Pradesh,wireless,2305170.0,01-07-2018,JIO
2011,9,Maharashtra,wireline,99657.0,01-09-2011,RELIANCE COMMUNICATIONS
2022,11,Haryana,wireless,1690857.0,01-11-2022,MTNL
2013,9,Assam,wireless,2596140.0,01-09-2013,RELIANCE COMMUNICATIONS
2023,4,Kolkata,wireless,102851438.0,01-04-2023,BSNL
2016,5,North East 1,wireless,7645045.0,01-05-2016,VIDEOCON
2013,3,Andhra Pradesh,wireless,4304686.0,01-03-2013,OTHERS
2017,8,Uttar Pradesh (East),wireless,11990212.0,01-08-2017,VODAFONE IDEA
2009,5,Chhattisgarh,wireless,1606108.0,01-05-2009,VODAFONE IDEA
2012,6,Haryana,wireless,0.0,01-06-2012,MTNL
2024,11,Andhra Pradesh,wireline,16956.0,01-11-2024,RELIANCE COMMUNICATIONS
2019,11,Odisha,wireless,340.0,01-11-2019,RELIANCE COMMUNICATIONS
2022,8,Assam,wireless,3289812.0,01-08-2022,BSNL
2024,5,Himachal Pradesh,wireline,0.0,01-05-2024,MTNL
2014,4,Rajasthan,wireline,789956.0,01-04-2014,BSNL
2013,9,Punjab,wireless,4496007.0,01-09-2013,BSNL
2009,10,Uttar Pradesh (East),wireless,2542668.0,01-10-2009,MTNL
2011,5,Bihar,wireless,6057089.0,01-05-2011,BSNL
2012,7,Jammu And Kashmir,wireless,1132709.0,01-07-2012,BSNL
2012,10,Himachal Pradesh,wireless,1579887.0,01-10-2012,RELIANCE COMMUNICATIONS
2024,5,Maharashtra,wireline,0.0,01-05-2024,OTHERS
2022,7,Himachal Pradesh,wireline,1561.0,01-07-2022,TATA TELE
2012,3,Gujarat,wireless,686314.0,01-03-2012,AIRCEL
2010,11,Karnataka,wireless,4866521.0,01-11-2010,BSNL
2010,11,Assam,wireless,109768.0,01-11-2010,TATA TELE
2018,4,ALL INDIA,wireless,196192083.0,01-04-2018,JIO
2023,2,Himachal Pradesh,wireline,1557499.0,01-02-2023,HFCL / QUADRANT
2010,3,Jammu And Kashmir,wireless,495995.0,01-03-2010,RELIANCE COMMUNICATIONS
2014,10,Karnataka,wireless,17899637.0,01-10-2014,AIRTEL
2016,10,Bihar,wireless,9456972.0,01-10-2016,VODAFONE IDEA
2013,12,Maharashtra,wireless,18052738.0,01-12-2013,VODAFONE IDEA
2024,8,Delhi,wireline,223985.0,01-08-2024,TATA TELE
2014,2,Andhra Pradesh,wireline,87544.0,01-02-2014,RELIANCE COMMUNICATIONS
2019,7,Tamil Nadu,wireline,22430.0,01-07-2019,VODAFONE IDEA
2014,2,Maharashtra,wireless,6084473.0,01-02-2014,TELENOR
2020,7,Andhra Pradesh,wireless,28758029.0,01-07-2020,AIRTEL
2010,12,Mumbai,wireless,515391.0,01-12-2010,SISTEMA / MTS
2016,4,Punjab,wireline,900.0,01-04-2016,VODAFONE IDEA
2024,9,Kolkata,wireline,622894.0,01-09-2024,JIO
2014,8,Punjab,wireless,7535544.0,01-08-2014,AIRTEL
2016,6,Kolkata,wireline,641246.0,01-06-2016,BSNL
2011,10,Haryana,wireless,0.0,01-10-2011,ETISALAT
2009,10,Himachal Pradesh,wireline,21992.0,01-10-2009,AIRTEL
2015,11,ALL INDIA,wireless,3609246.0,01-11-2015,MTNL
2024,8,Andhra Pradesh,wireless,91045852.0,01-08-2024,BSNL
2020,7,Uttar Pradesh (East),wireline,31143539.0,01-07-2020,AIRTEL
2016,2,Maharashtra,wireline,74377.0,01-02-2016,AIRTEL
2016,10,Karnataka,wireless,954094.0,01-10-2016,SISTEMA / MTS
2025,1,Mumbai,wireline,975947.0,01-01-2025,JIO
2014,6,Himachal Pradesh,wireline,2514.0,01-06-2014,TATA TELE
2024,2,Tamil Nadu,wireline,868213.0,01-02-2024,JIO
2017,11,Delhi,wireless,6650103.0,01-11-2017,VODAFONE IDEA
2019,7,West Bengal,wireless,16468233.0,01-07-2019,AIRTEL
2018,7,Kolkata,wireless,3122905.0,01-07-2018,VODAFONE IDEA
2019,1,ALL INDIA,wireline,1846471.0,01-01-2019,TATA TELE
2012,4,Karnataka,wireless,2785744.0,01-04-2012,MTNL
2009,6,West Bengal,wireline,4759.0,01-06-2009,RELIANCE COMMUNICATIONS
2023,1,North East 1,wireless,1065345.0,01-01-2023,MTNL
2016,7,Tamil Nadu,wireline,109873.0,01-07-2016,TATA TELE
2011,8,Assam,wireless,0.0,01-08-2011,TELENOR
2012,3,Andhra Pradesh,wireless,1582293.0,01-03-2012,AIRCEL
2020,4,Jammu And Kashmir,wireline,117176.0,01-04-2020,BSNL
2021,9,Assam,wireless,113397852.0,01-09-2021,BSNL
2021,1,Uttar Pradesh (East),wireline,7609.0,01-01-2021,TATA TELE
2014,9,Jammu And Kashmir,wireless,734783.0,01-09-2014,RELIANCE COMMUNICATIONS
2023,7,Tamil Nadu,wireless,24662296.0,01-07-2023,JIO
2014,9,Uttar Pradesh (East),wireless,2246948.0,01-09-2014,VIDEOCON
2014,2,Kolkata,wireless,4666892.0,01-02-2014,HFCL / QUADRANT
2020,8,Bihar,wireless,13322141.0,01-08-2020,VODAFONE IDEA
2018,12,Madhya Pradesh,wireless,1936607.0,01-12-2018,TATA TELE
2019,8,Andhra Pradesh,wireless,116234101.0,01-08-2019,BSNL
2014,12,Delhi,wireless,6452424.0,01-12-2014,HFCL / QUADRANT
2013,9,Bihar,wireless,0.0,01-09-2013,LOOP TELECOM
2014,9,Rajasthan,wireless,16388986.0,01-09-2014,AIRTEL
2016,3,Assam,wireless,86345709.0,01-03-2016,MTNL
2013,12,Kerala,wireless,2557204.0,01-12-2013,MTNL
2011,1,Rajasthan,wireline,39403.0,01-01-2011,SISTEMA / MTS
2021,10,Odisha,wireless,2033600.0,01-10-2021,VODAFONE IDEA
2021,6,Punjab,wireline,110368.0,01-06-2021,JIO
2010,10,Andhra Pradesh,wireless,1609697.0,01-10-2010,AIRCEL
2019,11,Odisha,wireline,195006.0,01-11-2019,BSNL
2011,5,Uttar Pradesh (East),wireless,6338000.0,01-05-2011,VODAFONE IDEA
2016,6,Madhya Pradesh,wireless,2319473.0,01-06-2016,MTNL
2009,6,Assam,wireless,1734349.0,01-06-2009,AIRTEL
2012,7,Madhya Pradesh,wireless,2799.0,01-07-2012,SISTEMA / MTS
2012,6,Uttar Pradesh (West),wireline,0.0,01-06-2012,VODAFONE IDEA
2024,2,Mumbai,wireless,10971786.0,01-02-2024,VODAFONE IDEA
2011,10,Assam,wireless,294411.0,01-10-2011,VODAFONE IDEA
2014,6,ALL INDIA,wireless,39313499.0,01-06-2014,TELENOR
2013,3,Tamil Nadu,wireless,0.0,01-03-2013,VIDEOCON
2020,4,Rajasthan,wireline,9960.0,01-04-2020,VODAFONE IDEA
2010,6,North East 1,wireless,2741882.0,01-06-2010,MTNL
2022,3,Karnataka,wireless,7639731.0,01-03-2022,VODAFONE IDEA
2019,5,Tamil Nadu,wireless,20286806.0,01-05-2019,JIO
2017,4,Punjab,wireless,7385725.0,01-04-2017,TELENOR
2014,9,Mumbai,wireline,349402.0,01-09-2014,AIRTEL
2024,11,Jammu And Kashmir,wireless,6100700.0,01-11-2024,AIRTEL
2012,11,Uttar Pradesh (West),wireless,6556052.0,01-11-2012,AIRTEL
2015,4,Punjab,wireless,4947771.0,01-04-2015,VODAFONE IDEA
2024,10,West Bengal,wireless,220214.0,01-10-2024,MTNL
2020,8,Delhi,wireline,2174737.0,01-08-2020,MTNL
2016,8,Madhya Pradesh,wireline,722934.0,01-08-2016,BSNL
2024,8,ALL INDIA,wireline,355282.0,01-08-2024,HFCL / QUADRANT
2012,1,ALL INDIA,wireless,5848729.0,01-01-2012,VIDEOCON
2012,5,Rajasthan,wireless,0.0,01-05-2012,ETISALAT
2019,4,Uttar Pradesh (East),wireless,761.0,01-04-2019,RELIANCE COMMUNICATIONS
2011,8,Haryana,wireless,91.0,01-08-2011,LOOP TELECOM
2014,3,Maharashtra,wireless,7085315.0,01-03-2014,RELIANCE COMMUNICATIONS
2017,12,Jammu And Kashmir,wireless,2299685.0,01-12-2017,MTNL
2023,2,Kerala,wireline,1557499.0,01-02-2023,HFCL / QUADRANT
2013,8,Tamil Nadu,wireless,2437490.0,01-08-2013,VODAFONE IDEA
2016,5,ALL INDIA,wireline,1172779.0,01-05-2016,RELIANCE COMMUNICATIONS
2010,11,West Bengal,wireless,616220.0,01-11-2010,OTHERS
2017,12,Maharashtra,wireless,14700063.0,01-12-2017,AIRTEL
2018,6,Gujarat,wireless,1290280.0,01-06-2018,TATA TELE
2014,2,Kerala,wireless,2202839.0,01-02-2014,RELIANCE COMMUNICATIONS
2010,3,Uttar Pradesh (East),wireless,8601534.0,01-03-2010,RELIANCE COMMUNICATIONS
2014,4,Uttar Pradesh (East),wireless,1016004.0,01-04-2014,SISTEMA / MTS
2014,8,Delhi,wireless,1726738.0,01-08-2014,VIDEOCON
2024,6,Uttar Pradesh (East),wireless,37400385.0,01-06-2024,AIRTEL
2014,11,Uttar Pradesh (East),wireless,16815076.0,01-11-2014,VODAFONE IDEA
2012,6,Mumbai,wireline,6000.0,01-06-2012,VODAFONE IDEA
2015,2,Punjab,wireless,2709402.0,01-02-2015,VIDEOCON
2015,8,Mumbai,wireline,240812.0,01-08-2015,RELIANCE COMMUNICATIONS
2014,9,Delhi,wireless,1582981.0,01-09-2014,VIDEOCON
2016,8,Mumbai,wireline,1854881.0,01-08-2016,MTNL
2012,7,Delhi,wireless,0.0,01-07-2012,OTHERS
2011,5,Delhi,wireless,681695.0,01-05-2011,ETISALAT
2023,4,Jammu And Kashmir,wireline,86337.0,01-04-2023,BSNL
2014,9,Uttar Pradesh (West),wireline,330.0,01-09-2014,VODAFONE IDEA
2023,11,Kerala,wireless,113.0,01-11-2023,RELIANCE COMMUNICATIONS
2025,1,Tamil Nadu,wireless,0.0,01-01-2025,RELIANCE COMMUNICATIONS
2013,9,Jammu And Kashmir,wireless,267487.0,01-09-2013,VODAFONE IDEA
2014,9,Uttar Pradesh (West),wireline,6408.0,01-09-2014,RELIANCE COMMUNICATIONS
2015,1,Rajasthan,wireline,713463.0,01-01-2015,BSNL
2024,12,North East 1,wireless,1288497.0,01-12-2024,BSNL
2011,4,Himachal Pradesh,wireless,761224.0,01-04-2011,AIRCEL
2010,4,West Bengal,wireless,7467359.0,01-04-2010,VODAFONE IDEA
2012,9,Uttar Pradesh (East),wireless,0.0,01-09-2012,LOOP TELECOM
2010,3,Maharashtra,wireless,254158.0,01-03-2010,OTHERS
2013,2,Himachal Pradesh,wireless,194462.0,01-02-2013,TATA TELE
2019,9,Gujarat,wireline,14983.0,01-09-2019,RELIANCE COMMUNICATIONS
2015,11,Uttar Pradesh (East),wireless,4237204.0,01-11-2015,TATA TELE
2015,10,Delhi,wireless,7849756.0,01-10-2015,HFCL / QUADRANT
2012,10,Uttar Pradesh (West),wireless,4692000.0,01-10-2012,TELENOR
2015,12,Punjab,wireless,6357576.0,01-12-2015,VODAFONE IDEA
2012,4,Himachal Pradesh,wireless,0.0,01-04-2012,OTHERS
2022,10,Rajasthan,wireline,12893.0,01-10-2022,TATA TELE
2014,12,Delhi,wireline,20490.0,01-12-2014,VODAFONE IDEA
2024,9,Madhya Pradesh,wireline,555411.0,01-09-2024,AIRTEL
2010,10,Uttar Pradesh (East),wireline,48138.0,01-10-2010,AIRTEL
2012,2,Kerala,wireless,3507520.0,01-02-2012,AIRTEL
2010,9,Mumbai,wireless,2983482.0,01-09-2010,LOOP TELECOM
2020,5,Haryana,wireless,5000882.0,01-05-2020,BSNL
2014,9,Kerala,wireline,14378.0,01-09-2014,TATA TELE
2024,6,Odisha,wireline,0.0,01-06-2024,OTHERS
2012,11,Haryana,wireline,518982.0,01-11-2012,BSNL
2012,12,Maharashtra,wireless,9835555.0,01-12-2012,AIRTEL
2013,3,Mumbai,wireless,424603.0,01-03-2013,SISTEMA / MTS
2024,11,Haryana,wireline,263573.0,01-11-2024,JIO
2020,5,Maharashtra,wireline,39536.0,01-05-2020,JIO
2010,6,Tamil Nadu,wireline,1943892.0,01-06-2010,MTNL
2012,12,Andhra Pradesh,wireless,6898277.0,01-12-2012,TATA TELE
2021,8,Bihar,wireless,34082403.0,01-08-2021,JIO
2022,10,Himachal Pradesh,wireline,0.0,01-10-2022,RELIANCE COMMUNICATIONS
2019,7,Uttar Pradesh (East),wireline,4882.0,01-07-2019,RELIANCE COMMUNICATIONS
2010,2,Gujarat,wireless,99413473.0,01-02-2010,HFCL / QUADRANT
2014,10,Andhra Pradesh,wireline,121364.0,01-10-2014,AIRTEL
2012,8,Haryana,wireless,4495910.0,01-08-2012,VODAFONE IDEA
2010,1,Delhi,wireline,1120698.0,01-01-2010,MTNL
2024,12,Uttar Pradesh (East),wireline,924862.0,01-12-2024,JIO
2024,9,West Bengal,wireless,18025740.0,01-09-2024,AIRTEL
2011,10,Delhi,wireless,0.0,01-10-2011,VIDEOCON
2024,6,Karnataka,wireline,1098347.0,01-06-2024,JIO
2013,11,Kerala,wireless,1272804.0,01-11-2013,VIDEOCON
2014,6,Punjab,wireless,2379990.0,01-06-2014,TATA TELE
2009,5,Uttar Pradesh (West),wireless,1919268.0,01-05-2009,BSNL
2017,3,Assam,wireless,4911271.0,01-03-2017,HFCL / QUADRANT
2020,3,Haryana,wireline,360.0,01-03-2020,VODAFONE IDEA
2009,5,Odisha,wireline,2882.0,01-05-2009,TATA TELE
2013,6,Mumbai,wireline,1950514.0,01-06-2013,MTNL
2010,1,Kolkata,wireless,2331496.0,01-01-2010,MTNL
2010,3,Uttar Pradesh (West),wireless,6403482.0,01-03-2010,VODAFONE IDEA
2011,8,Himachal Pradesh,wireless,1795867.0,01-08-2011,RELIANCE COMMUNICATIONS
2020,11,West Bengal,wireless,14918447.0,01-11-2020,AIRTEL
2017,4,Punjab,wireless,1690261.0,01-04-2017,RELIANCE COMMUNICATIONS
2010,1,Kerala,wireline,51628.0,01-01-2010,AIRTEL
2011,1,Uttar Pradesh (East),wireless,25488.0,01-01-2011,SISTEMA / MTS
2015,7,Uttar Pradesh (West),wireless,358750.0,01-07-2015,AIRCEL
2014,12,Bihar,wireline,780.0,01-12-2014,VODAFONE IDEA
2010,5,Jammu And Kashmir,wireline,176501.0,01-05-2010,SISTEMA / MTS
2024,5,Karnataka,wireline,0.0,01-05-2024,OTHERS
2021,11,Uttar Pradesh (West),wireless,18068668.0,01-11-2021,AIRTEL
2022,7,Maharashtra,wireless,37999072.0,01-07-2022,JIO
2012,7,Kerala,wireless,3715323.0,01-07-2012,AIRTEL
2023,1,Himachal Pradesh,wireline,46339.0,01-01-2023,JIO
2012,4,Haryana,wireless,0.0,01-04-2012,ETISALAT
2016,5,Bihar,wireless,1678217.0,01-05-2016,TATA TELE
2024,7,Karnataka,wireline,0.0,01-07-2024,HFCL / QUADRANT
2022,5,West Bengal,wireline,234908.0,01-05-2022,BSNL
2017,1,Maharashtra,wireless,5541151.0,01-01-2017,HFCL / QUADRANT
2010,3,Karnataka,wireline,106956.0,01-03-2010,TATA TELE
2011,3,Rajasthan,wireline,4428.0,01-03-2011,TATA TELE
2024,9,Uttar Pradesh (West),wireline,0.0,01-09-2024,OTHERS
2018,8,Delhi,wireline,1351374.0,01-08-2018,AIRTEL
2024,4,Uttar Pradesh (East),wireline,0.0,01-04-2024,HFCL / QUADRANT
2021,8,ALL INDIA,wireline,562776.0,01-08-2021,VODAFONE IDEA
2011,8,Punjab,wireless,0.0,01-08-2011,OTHERS
2018,8,Maharashtra,wireless,2241426.0,01-08-2018,MTNL
2018,10,Madhya Pradesh,wireline,656396.0,01-10-2018,BSNL
2024,11,North East 1,wireline,0.0,01-11-2024,AIRTEL
2011,11,Himachal Pradesh,wireless,3563152.0,01-11-2011,HFCL / QUADRANT
2010,1,Gujarat,wireless,3042229.0,01-01-2010,BSNL
2017,8,Karnataka,wireless,5111918.0,01-08-2017,RELIANCE COMMUNICATIONS
2024,7,Maharashtra,wireline,0.0,01-07-2024,OTHERS
2016,11,Tamil Nadu,wireless,6380894.0,01-11-2016,VODAFONE IDEA
2024,1,Punjab,wireless,6506089.0,01-01-2024,VODAFONE IDEA
2009,5,Arunachal Pradesh,wireless,74080707.0,01-05-2009,VODAFONE IDEA
2022,3,Jammu And Kashmir,wireless,2152246.0,01-03-2022,MTNL
2018,4,Rajasthan,wireless,10677262.0,01-04-2018,JIO
2015,10,Karnataka,wireless,8693589.0,01-10-2015,VODAFONE IDEA
2011,7,Haryana,wireless,2215158.0,01-07-2011,AIRTEL
2022,2,Odisha,wireless,1098953.0,01-02-2022,MTNL
2021,10,North East 1,wireless,3988177.0,01-10-2021,JIO
2016,6,Madhya Pradesh,wireline,16732.0,01-06-2016,TATA TELE
2014,11,Kerala,wireless,1751021.0,01-11-2014,RELIANCE COMMUNICATIONS
2013,3,Punjab,wireless,2413378.0,01-03-2013,TATA TELE
2014,11,Uttar Pradesh (East),wireless,4528077.0,01-11-2014,TATA TELE
2011,9,Karnataka,wireless,1746711.0,01-09-2011,SISTEMA / MTS
2011,3,Madhya Pradesh,wireless,2637185.0,01-03-2011,MTNL
2024,10,Assam,wireless,92396282.0,01-10-2024,BSNL
2016,8,Maharashtra,wireless,2322713.0,01-08-2016,MTNL
2015,3,Kerala,wireline,2484458.0,01-03-2015,BSNL
2014,4,Madhya Pradesh,wireless,9079043.0,01-04-2014,LOOP TELECOM
2020,12,Uttar Pradesh (East),wireless,431.0,01-12-2020,RELIANCE COMMUNICATIONS
2014,12,Kolkata,wireless,3634662.0,01-12-2014,AIRCEL
2010,9,Assam,wireless,25866.0,01-09-2010,OTHERS
2011,4,Assam,wireline,2220.0,01-04-2011,TATA TELE
2011,9,Gujarat,wireless,640249.0,01-09-2011,AIRCEL
2016,7,Uttar Pradesh (West),wireless,138715.0,01-07-2016,SISTEMA / MTS
2020,6,Karnataka,wireline,823344.0,01-06-2020,BSNL
2012,6,Assam,wireline,0.0,01-06-2012,VODAFONE IDEA
2010,3,Himachal Pradesh,wireline,1177412.0,01-03-2010,HFCL / QUADRANT
2023,2,Madhya Pradesh,wireline,34445.0,01-02-2023,VODAFONE IDEA
2015,1,Assam,wireless,4261340.0,01-01-2015,AIRCEL
2014,1,Bihar,wireless,4233154.0,01-01-2014,HFCL / QUADRANT
2016,1,Haryana,wireless,5367768.0,01-01-2016,VODAFONE IDEA
2021,6,Kerala,wireline,88288.0,01-06-2021,JIO
2015,12,Andhra Pradesh,wireless,82507640.0,01-12-2015,MTNL
2017,7,Gujarat,wireless,5051004.0,01-07-2017,BSNL
2014,12,Rajasthan,wireless,1832552.0,01-12-2014,TATA TELE
2010,1,Tamil Nadu,wireless,8033771.0,01-01-2010,AIRTEL
2013,5,Assam,wireless,3520120.0,01-05-2013,AIRCEL
2012,5,North East 1,wireless,0.0,01-05-2012,LOOP TELECOM
2013,10,Andhra Pradesh,wireline,166921.0,01-10-2013,TATA TELE
2024,4,Himachal Pradesh,wireless,1499470.0,01-04-2024,BSNL
2020,4,West Bengal,wireless,92052.0,01-04-2020,BSNL
2024,11,Rajasthan,wireless,217541.0,01-11-2024,MTNL
2014,7,Uttar Pradesh (West),wireless,10051406.0,01-07-2014,VODAFONE IDEA
2010,12,Karnataka,wireless,3600642.0,01-12-2010,VODAFONE IDEA
2023,2,Madhya Pradesh,wireline,1057704.0,01-02-2023,MTNL
2011,1,North East 1,wireless,598061.0,01-01-2011,RELIANCE COMMUNICATIONS
2013,11,Kerala,wireless,9587238.0,01-11-2013,LOOP TELECOM
2021,12,West Bengal,wireline,2410.0,01-12-2021,TATA TELE
2021,9,ALL INDIA,wireless,424837626.0,01-09-2021,JIO
2025,4,Maharashtra,wireless,22616457.0,01-04-2025,AIRTEL
2009,8,Chennai,wireless,69011.0,01-08-2009,SISTEMA / MTS
2016,7,Kolkata,wireless,7359607.0,01-07-2016,HFCL / QUADRANT
2016,7,Rajasthan,wireless,2093440.0,01-07-2016,SISTEMA / MTS
2024,8,West Bengal,wireline,150.0,01-08-2024,VODAFONE IDEA
2010,3,Karnataka,wireline,467157.0,01-03-2010,AIRTEL
2019,9,Maharashtra,wireline,25753.0,01-09-2019,VODAFONE IDEA
2020,2,West Bengal,wireline,120.0,01-02-2020,VODAFONE IDEA
2014,8,West Bengal,wireless,7088020.0,01-08-2014,RELIANCE COMMUNICATIONS
2010,5,Mumbai,wireless,5131295.0,01-05-2010,BSNL
2013,11,Odisha,wireless,2023943.0,01-11-2013,TATA TELE
2019,6,Mumbai,wireless,0.0,01-06-2019,RELIANCE COMMUNICATIONS
2024,5,Gujarat,wireline,0.0,01-05-2024,HFCL / QUADRANT
2010,2,Bihar,wireless,3002878.0,01-02-2010,VODAFONE IDEA
2017,2,Karnataka,wireless,8434173.0,01-02-2017,TELENOR
2016,1,West Bengal,wireless,3055135.0,01-01-2016,RELIANCE COMMUNICATIONS
2021,12,Gujarat,wireline,426891.0,01-12-2021,BSNL
2023,2,Gujarat,wireline,200357.0,01-02-2023,AIRTEL
2010,10,Bihar,wireless,3832430.0,01-10-2010,VODAFONE IDEA
2011,12,Uttar Pradesh (East),wireless,6969806.0,01-12-2011,VODAFONE IDEA
2014,2,Assam,wireline,0.0,01-02-2014,TATA TELE
2021,3,Rajasthan,wireline,11746.0,01-03-2021,TATA TELE
2009,4,Odisha,wireless,2163190.0,01-04-2009,RELIANCE COMMUNICATIONS
2009,5,North East 1,wireless,1715291.0,01-05-2009,VODAFONE IDEA
2023,11,Uttar Pradesh (West),wireless,23517154.0,01-11-2023,JIO
2010,9,Odisha,wireless,2165496.0,01-09-2010,AIRCEL
2019,11,Andhra Pradesh,wireline,171789.0,01-11-2019,TATA TELE
2019,6,West Bengal,wireline,1562.0,01-06-2019,RELIANCE COMMUNICATIONS
2016,10,Jammu And Kashmir,wireline,133096.0,01-10-2016,BSNL
2024,10,ALL INDIA,wireless,460019230.0,01-10-2024,JIO
2019,11,Kolkata,wireline,11810.0,01-11-2019,VODAFONE IDEA
2010,12,Karnataka,wireless,6135912.0,01-12-2010,VODAFONE IDEA
2010,8,Delhi,wireless,555979.0,01-08-2010,SISTEMA / MTS
2016,10,ALL INDIA,wireless,55700811.0,01-10-2016,TATA TELE
2014,5,Tamil Nadu,wireless,2019497.0,01-05-2014,VIDEOCON
2023,7,Jammu And Kashmir,wireless,1688464.0,01-07-2023,MTNL
2010,3,Rajasthan,wireless,1252052.0,01-03-2010,SISTEMA / MTS
2012,5,Haryana,wireless,0.0,01-05-2012,ETISALAT
2014,7,Madhya Pradesh,wireless,672318.0,01-07-2014,SISTEMA / MTS
2011,1,Jammu And Kashmir,wireless,1659971.0,01-01-2011,AIRCEL
2022,7,Kerala,wireless,7827365.0,01-07-2022,AIRTEL
2012,1,Karnataka,wireless,11987.0,01-01-2012,VIDEOCON
2013,5,Kerala,wireless,8053935.0,01-05-2013,VODAFONE IDEA
2014,5,Kolkata,wireless,4746260.0,01-05-2014,VODAFONE IDEA
2016,9,Jammu And Kashmir,wireless,831343.0,01-09-2016,VODAFONE IDEA
2017,7,West Bengal,wireless,197054.0,01-07-2017,TATA TELE
2015,3,Uttar Pradesh (East),wireless,904304.0,01-03-2015,SISTEMA / MTS
2010,2,Andhra Pradesh,wireless,3555480.0,01-02-2010,VIDEOCON
2018,11,Rajasthan,wireline,53310.0,01-11-2018,AIRTEL
2018,7,Madhya Pradesh,wireline,656591.0,01-07-2018,BSNL
2023,6,Rajasthan,wireless,5843850.0,01-06-2023,BSNL
2021,1,Kerala,wireless,479.0,01-01-2021,RELIANCE COMMUNICATIONS
2011,7,Bihar,wireless,5310019.0,01-07-2011,VODAFONE IDEA
2021,4,Delhi,wireline,33359.0,01-04-2021,RELIANCE COMMUNICATIONS
2017,7,Kolkata,wireline,589596.0,01-07-2017,BSNL
2012,6,Uttar Pradesh (West),wireless,5242602.0,01-06-2012,TELENOR
2010,1,Karnataka,wireless,2400611.0,01-01-2010,VODAFONE IDEA
2015,11,Uttar Pradesh (West),wireline,399731.0,01-11-2015,BSNL
2009,6,Gujarat,wireless,79616300.0,01-06-2009,HFCL / QUADRANT
2012,1,Punjab,wireless,3097240.0,01-01-2012,TATA TELE
2010,1,West Bengal,wireless,2299047.0,01-01-2010,BSNL
2023,2,North East 1,wireline,73852.0,01-02-2023,BSNL
2019,12,Assam,wireless,118025372.0,01-12-2019,BSNL
2018,2,Gujarat,wireless,5700170.0,01-02-2018,BSNL
2010,7,Haryana,wireless,2492269.0,01-07-2010,MTNL
2023,2,Maharashtra,wireline,1057704.0,01-02-2023,MTNL
2022,6,West Bengal,wireless,22720643.0,01-06-2022,JIO
2017,12,Uttar Pradesh (East),wireless,11736184.0,01-12-2017,VODAFONE IDEA
2014,1,Karnataka,wireline,157777.0,01-01-2014,TATA TELE
2013,10,Rajasthan,wireless,5745699.0,01-10-2013,OTHERS
2014,5,Mumbai,wireline,9360.0,01-05-2014,VODAFONE IDEA
2016,7,Kolkata,wireless,519081.0,01-07-2016,SISTEMA / MTS
2010,6,Delhi,wireless,2904583.0,01-06-2010,VODAFONE IDEA
2017,9,Maharashtra,wireless,27147341.0,01-09-2017,VODAFONE IDEA
2014,7,Assam,wireless,2192884.0,01-07-2014,RELIANCE COMMUNICATIONS
2016,5,Odisha,wireless,4186494.0,01-05-2016,VODAFONE IDEA
2015,4,ALL INDIA,wireline,3546191.0,01-04-2015,MTNL
2011,4,Uttar Pradesh (East),wireless,71337.0,01-04-2011,SISTEMA / MTS
2015,11,Himachal Pradesh,wireline,171609.0,01-11-2015,BSNL
2019,9,Uttar Pradesh (West),wireline,2469.0,01-09-2019,RELIANCE COMMUNICATIONS
2017,10,Jammu And Kashmir,wireless,3328436.0,01-10-2017,AIRCEL
2020,2,Uttar Pradesh (West),wireless,5989988.0,01-02-2020,BSNL
2011,8,Gujarat,wireline,1662132.0,01-08-2011,BSNL
2013,3,Andhra Pradesh,wireless,0.0,01-03-2013,MTNL
2015,4,Assam,wireless,77810460.0,01-04-2015,MTNL
